Company Name,Registration code,VAT,Manager,Address,Website,Work hours,SS insurer code,Transport,Authorized capital,Company age,Employees,Average salary,Social insurance taxes,Sales revenue From,Sales revenue To,Rating,No. Rated,Category,Other Categories,Facebook
"Audito Rizika, D. Šlamienės Firma",124416524 (old code 2441652),,,"Skroblų g. 5-45, LT-03138 Vilnius",,,19940,,,22 years 11 months 7 days,,,,,,6.0,1,Accounting services,[],
"UAB ""Aurigera""",123068812,,"Ramunė Rybakovienė, direktorė","A. Vivulskio g. 10-2, Vilnius",,,,,"15,639.48 €",25 years 9 months 10 days,,,,,,8.0,1,Accounting services,[],
"AVC Baltic, MB",303008546,,"Viktorija Makovskienė, direktorė","Laisvės pr. 77B-9, Vilnius",,,2203802,,,8 years 4 days,,,,0,"5000
																",9.5,10,Accounting services,[],
"UAB ""Baltic 5 Property""",301275689,,"Josef Katav, direktorius","S. Žukausko g. 25-33, Vilnius",,,,,"2,896.20 €",13 years 3 months 11 days,,,,,,8.0,1,Accounting services,[],
"UAB ""Baltic Estate Group""",301531882,,"Maciej Eugeniusz Wilczynski, direktorius","Gabijos g. 9-31, LT-06105 Vilnius",,,,,"11,584.80 €",13 years 1 month 9 days,,,,,,9.0,1,Accounting services,[],
"Baltmarė, UAB",135497374 (old code 3549737),,"Miroslavas Chlebopaševas, direktorius","Baltijos g. 84-37, Kaunas",,,,,"724,050.05 €",21 year 7 months 21 day,,,,,,6.0,1,Accounting services,[],
"Banderolle, UAB",111734295 (old code 1173429),,"Vytautas Kuzminskis, generalinis direktorius","A. Goštauto g. 12A, LT-01108 Vilnius",,,,,"2,896.20 €",19 years 9 months 30 days,,,,,,7.0,1,Accounting services,[],
"Beržytė, UAB",303112915,LT100007961919,,"Gynėjų g. 14, LT-01109 Vilnius",,,2230108,,"46,400.00 €",7 years 7 months 1 day,,,,20001,"30000
																",7.0,1,Accounting services,[],
"BIRUTĖS PROJEKTAI, UAB",301531900,,"Gediminas Dvareckas, direktorius","Gabijos g. 9-31, Vilnius",,,965921,,"11,584.00 €",13 years 1 month 9 days,1,,,5001,"10000
																",7.5,2,Accounting services,[],
"Buhalterės, UAB",304297242,,,"Laisvės pr. 43-77, LT-04339 Vilnius",,,2787459,,"2,500.00 €",4 years 7 months 14 days,,,,0,"5000
																",9.0,3,Accounting services,[],
"CARC, MB",303038386,LT100007653010,,"Bebrų g. 24-2, Vilnius",,,2210162,,,7 years 10 months 23 days,,,,100001,"200000
																",7.0,1,Accounting services,[],
"CITY APARTMENT, UAB",111731032 (old code 1173103),,"Vytautas Kuzminskis, generalinis direktorius","A. Goštauto g. 12A, LT-01108 Vilnius",,,,,"2,896.20 €",19 years 10 months 29 days,,,,,,6.0,1,Accounting services,[],
D. Stankaus firma,122120245 (old code 2212024),LT221202417,,"Meistrų g. 11, Vilnius",,,14353,2021-01: 5 cars (owns),,27 years 5 months 16 days,,,,,,6.4,7,Accounting services,[],
Dalios Sutkuvienės IĮ,157639050,LT576390515,Dalia Sutkuvienė,"Mindaugių k., Saugėlaukio sen., Joniškio r.",,,277169,,,24 years 9 months 20 days,,,,,,6.0,1,Accounting services,[],
Dalios Zuzienės Įmonė,145913440,,,"K. Korsako g. 35-31, Šiauliai",,,979815,,,17 years 2 months 4 days,,,,,,4.5,2,Accounting services,[],
"UAB ""Daliveda""",126113846,,,"Adutiškio g. 3, LT-02112 Vilnius",,,709493,,"2,896.20 €",18 years 2 months 15 days,,,,10001,"20000
																",6.8,4,Accounting services,[],
Danguolės Šiaulytienės IĮ,300013004,,Danguolė Šiaulytienė,"Pietinė g. 17-12, Klaipėda",,,,,,16 years 11 months 8 days,,,,,,7.0,1,Accounting services,[],
Danutės Čepurnovaitės IĮ,301818455,,Danutė Čepurnovaitė,"Smėlio g. 32-2, Ignalina",,,1200044,,,12 years 7 months 3 days,,,,,,7.2,5,Accounting services,[],
Danutės Jonienės Įmonė,135937927,,Danutė Jonienė,"Šiaurės pr. 25-19, Kaunas",,,808170,,,18 years 4 months 12 days,,,,,,6.8,4,Accounting services,[],
UAB Ddkat,302493032,,"Zita Dagilienė, direktorius","Jaunystės g. 26-53, Vievis, LT-21366 Elektrėnai",,,2050058,,"2,896.20 €",10 years 11 months 8 days,,,,0,"5000
																",8.5,2,Accounting services,[],
"Domalita, UAB",303005596,,"Maria Davydova, direktorė","Nemuno g. 5, Druskininkai",,,2202663,,"45,003.84 €",8 years 9 days,1,,,5001,"10000
																",9.0,5,Accounting services,[],
"UAB ""Dotus""",300628759,,,"Birbynių g. 4, Vilnius",,,778311,,"2,896.20 €",14 years 2 months 5 days,,,,0,"5000
																",2.2,6,Accounting services,[],
"UAB ""Drusfina""",302336344,,"Violeta Uzdilienė, direktorius","M. K. Čiurlionio g. 97-1, LT-66162 Druskininkai",,,2016035,,"2,896.00 €",11 years 9 months 28 days,,,,5001,"10000
																",2.8,4,Accounting services,[],
"UAB ""Dvita""",124817047,,"Dmitrij Mašukov, direktorius","Vytenio g. 50, Vilnius",,,,,"2,896.20 €",22 years 18 days,,,,,,6.0,1,Accounting services,[],
E. Dovydaičio Įmonė,125852720,LT258527219,Edvinas Dovydaitis,"Džiaugsmo g. 106, LT-11302 Vilnius",,,700513,,,19 years 1 month 18 days,,,,,,7.5,2,Accounting services,[],
"IĮ ""Ecoma""",300677521,,Vaiva Stanevičiūtė,"Topolių aklg. 4-21, Kretinga",,,936155,,,13 years 10 months 15 days,,,,,,5.7,3,Accounting services,[],
"Eleksna, UAB",123069348 (old code 2306934),,"Igor Gajev, direktorius","A. Vivulskio g. 18, Vilnius",,,64092,,"173,772.01 €",25 years 9 months 9 days,,,,,,8.0,1,Accounting services,[],
"Elnara, UAB",303469447,,"Elnar Ragimov, direktorius","Krokuvos g. 13, LT-09020 Vilnius",,,2309100,,"2,896.00 €",6 years 3 months 7 days,,,,5001,"10000
																",9.0,1,Accounting services,[],
"Eltrys, UAB",303089391,,,"Topolių g. 31, Akmenė",,,2223313,,"28,043.00 €",7 years 8 months 12 days,,,,,,5.0,1,Accounting services,[],
"UAB ""Emils""",300029268,,"Valentina Zacharenko, direktorius","Statybininkų pr. 4-88, Klaipėda",,,,,"2,896.00 €",16 years 9 months 7 days,,,,0,"5000
																",6.0,1,Accounting services,[],
"Erikos Rufanovos įmonė ""Elima""",245067190,,Erika Rufanova,"Vilniaus g. 155-10, Šiauliai",,,269518,,,25 years 11 months 24 days,1,,,,,7.7,3,Accounting services,[],
"Eugena, UAB",300142757,,"Eugene Kieran O'shaughnessy, direktorius","Papiškių g. 27A, Ėriškių k., LT-38270 Panevėžio r.",,,578615,,"2,896.00 €",15 years 5 months 26 days,,,,,,5.7,3,Accounting services,[],
"Finskaita, IĮ",300102684,,Deimantė Žvilaitienė,Vilnius,,I-V 09:00-18:00,744079,,,15 years 10 months 27 days,,,,,,4.0,2,Accounting services,[],
"Forenta, UAB",300028789 (old code 1436734),,"Natalija Juškienė, direktorius","Verkių g. 29, LT-09108 Vilnius",,,729893,,"2,896.20 €",16 years 9 months 8 days,,,,,,3.1,9,Accounting services,[],
"UAB ""Gelanta""",300080686,,"Genoefa Paškovska, direktorius","Linkmenų g. 28-101, LT-08217 Vilnius",,,,,"2,896.20 €",16 years 1 month 15 days,,,,,,7.5,2,Accounting services,[],
"UAB ""GERMAN""",302717466,,,"Šeimyniškių g. 21-11, LT-09236 Vilnius",,,2141586,,"30,002.56 €",9 years 1 month 8 days,,,,5001,"10000
																",9.4,5,Accounting services,[],
"Grantecha, UAB",303451463,,"Knud Erik Hansen, direktorius","Pavenčių g. 6 K4-6, LT-89186 Mažeikiai",,,2306494,,"2,896.20 €",6 years 3 months 25 days,,,,0,"5000
																",7.0,1,Accounting services,[],
"UAB ""Iberdem""",300861083,,"Erol Baydemir, direktorius","Kalvarijų g. 24A, Vilnius",,,,,"2,896.20 €",13 years 9 months 3 days,,,,,,9.0,1,Accounting services,[],
"Idėjų prospektas, UAB",303423880,LT100009783110,"Artūras Šaltis, direktorius","Paliuliškių g. 42, Paliuliškių k., LT-13100 Vilniaus r.",,,2302415,,"153,951.36 €",6 years 4 months 19 days,2,,,100001,"200000
																",5.9,10,Accounting services,[],
"UAB ""Ignotas""",302877684,,"Edita Šiškauskienė, direktorė","Šv. Ignoto g. 5, LT-01144 Vilnius",,,2183824,,"2,896.00 €",8 years 4 months 30 days,2,,,50001,"100000
																",6.5,4,Accounting services,[],
Individuali Saulės Musteikytės Įmonė,300618544,,Saulė Musteikytė,"Taikos g. 167-18, Vilnius",,,777108,,,14 years 3 months 9 days,,,,0,"5000
																",9.0,1,Accounting services,[],
"UAB ""Izotopus""",300983532,,"Gintautas Vilkončius, direktorius","Antakalnio g. 38, Vilnius",,,966163,,"2,896.20 €",13 years 6 months 26 days,,,,,,4.5,4,Accounting services,[],
"UAB ""Jasperis""",125741549,,"Inga Gaidamavičienė, direktorė","Erfurto g. 30, Vilnius",,,88868,,"2,896.20 €",19 years 4 months 30 days,,,,10001,"20000
																",5.0,2,Accounting services,[],
"IĮ ""Js Apskaita""",302341925,,"Jūratė Sirvydytė, savininkas","Parko g. 35-103, Panevėžys",,,2017889,2021-01: 1 car (owns),,11 years 9 months 12 days,,,,,,3.5,2,Accounting services,[],
"L. Raštutytės PĮ ""KONTERIJA""",242049080,LT100010339416,Lina Raštutytė,"Statybininkų pr. 13-29, Klaipėda",,,920456,2021-01: 1 car (owns),,19 years 1 month 8 days,,,,,,6.8,6,Accounting services,[],
Laimos Čiužienės Firma,135736924,,Laima Čiužienė,"Baltų pr. 73-24, Kaunas",,,441736,,,19 years 11 months 21 day,,,,,,9.0,1,Accounting services,[],
Laimutės Mažeikienės IĮ,302308576,,"Laimutė Mažeikienė, direktorius","Laisvės pr. 55, Vilnius",,,2006554,,,12 years 7 days,,,,,,9.0,1,Accounting services,[],
"LD Signum, UAB",302441256,,"Lina Drakšienė, direktorius","Sakalų g. 6-33, LT-08124 Vilnius",,,2031349,,"2,896.20 €",11 years 5 months 7 days,2,,,,,7.2,5,Accounting services,[],
"UAB ""Linosta""",301151175,,"Vytautas Kaikaris, direktorius","A. Gustaičio g. 23-60, Vilnius",,,,,"2,896.20 €",13 years 4 months 23 days,,,,,,7.8,4,Accounting services,[],
"UAB ""Lisamenta""",126219842,,"Liudmila Mintautienė, direktorė","Tuskulėnų g. 10-48, Vilnius",,,,,"2,896.20 €",17 years 9 months 10 days,,,,0,"5000
																",8.0,1,Accounting services,[],
"LIURINA, UAB",302905112,,"Yulia Demchenko, direktorė","Pakalnės g. 13, Vilnius",,,2188327,,"28,962.00 €",8 years 4 months 2 days,,,,0,"5000
																",9.0,1,Accounting services,[],
"UAB ""Lvovo Verslo Centras""",301238769,,"Valdemaras Kempinas, direktorius","Rygos g. 33-24, Vilnius",,,154518,,"2,896.20 €",13 years 3 months 24 days,,,,,,8.5,2,Accounting services,[],
M. Česynienės IĮ,149925828 (old code 4992582),,"Marijona Česynienė, savininkas","Naujoji g. 110, LT-62393 Alytus",,,564415,,,23 years 11 months 7 days,,,,,,9.0,1,Accounting services,[],
"Martaura, MB",303307566,,"Marius Sitnikovas, direktorius","Partizanų g. 61-806, LT-49282 Kaunas",,,2275668,,,6 years 9 months 21 day,,,,5001,"10000
																",5.8,5,Accounting services,[],
"UAB ""Mba Consulting""",302483433,,,"Latvių g. 64A-20, Vilnius",,,2046864,,"2,896.00 €",11 years 7 days,,,,0,"5000
																",8.0,1,Accounting services,[],
"UAB ""Md Business""",302454894,,"Dinas Šajevičius, direktorius","A. Baranausko a. 14-14, LT-29132 Anykščiai",,,2035995,,"2,896.00 €",11 years 3 months 26 days,,,,5001,"10000
																",6.1,8,Accounting services,[],
"Mokesčių valdymas, MB",304949036,LT100013584814,,"Švitrigailos g. 16B-81, LT-03223 Vilnius",,,,,,2 years 3 months 20 days,,,,30001,"50000
																",,,Accounting services,[],
N. Geleževičiūtės IĮ,300611222,,Nijolė Geleževičiūtė,"Šturmanų g. 20-22, Klaipėda",,,869267,,,14 years 4 months 7 days,,,,,,7.5,2,Accounting services,[],
"Namų technika, UAB",166931769,,"Kastytis Bartusevičius, administracijos vadovas","Laisvės g. 27-9, Mažeikiai",,,,,"22,300.74 €",22 years 11 months 17 days,,,,,,7.0,2,Accounting services,[],
UAB Nevada Plus,300660415,,"Algimantas Stalerūnas, direktorius","Gelvonų g. 41-41, Vilnius",,,844364,,"2,896.20 €",13 years 11 months 17 days,,,,,,6.3,3,Accounting services,[],
"Omega apskaita, UAB",304168322,,"Indrė Kregždytė, direktorė","Batniavos g. 19, LT-47167 Kaunas",,,2410402,,"2,500.00 €",5 years 1 month 12 days,1,,,,,6.6,9,Accounting services,[],
"UAB ""Palanki Situacija""",302465702,,Nijolė Markevičienė,"Reikjaviko g. 13-76, LT-94257 Klaipėda",,,2039396,,"2,896.20 €",11 years 2 months 19 days,,,,0,"5000
																",9.5,2,Accounting services,[],
"Panavitas, UAB",300614599,,Ivan Kuzmitski,"Šiaurės g. 88A, Vilnius",,,776586,,"2,896.00 €",14 years 3 months 22 days,,,,0,"5000
																",7.0,1,Accounting services,[],
"Parakortus, UAB",303209392,,"Valeriy Grishin, direktorius","Konstitucijos pr. 12, LT-09308 Vilnius",,,2252539,,"28,962.00 €",7 years 2 months 14 days,,,,,,5.0,1,Accounting services,[],
"Parket House, UAB",303364115,,,"Taikos pr. 141, LT-51132 Kaunas",,,2290770,,"117,900.00 €",6 years 6 months 27 days,,,,100001,"200000
																",9.0,1,Accounting services,[],
"Pelengas, UAB",121732990 (old code 2173299),,"Violeta Noreikytė, direktorė","Architektų g. 112-11, Vilnius",,,67282,,"2,896.00 €",28 years 2 months 10 days,1,,,20001,"30000
																",5.0,1,Accounting services,[],
"Pyragius, UAB",302685463,,Vladimiras Sarkovas,"Geležinkelio g. 3-14A, LT-02100 Vilnius",,,2132125,,"43,440.00 €",9 years 3 months 22 days,,,,0,"5000
																",6.7,3,Accounting services,[],
Rasos Krilavičiūtės IĮ,126238248,,,"Šeškinės g. 26, Vilnius",,,716851,,,17 years 8 months 2 days,,,,,,7.0,1,Accounting services,[],
"UAB ""RAZVITIE""",302677089,,,"Geležinkelio g. 3-14A, Vilnius",,,2129095,2021-01: 8 cars (owns),"2,896.00 €",9 years 4 months 16 days,,,,0,"5000
																",6.0,1,Accounting services,[],
"Rentijus, UAB",303047983,,,"Švyturio g. 10-40, LT-92247 Klaipėda",,,2212496,,"2,896.00 €",7 years 10 months 10 days,1,,,,,5.8,5,Accounting services,[],
"Reveresa, UAB",141640617 (old code 4164061),,"Artūras Miežanskas, direktorius","Kurpių g. 5-2, Klaipėda",,,,,"292,516.22 €",23 years 26 days,,,,,,8.0,1,Accounting services,[],
"Rikarla, UAB",303169115,,,"Švitrigailos g. 11K-109, LT-03228 Vilnius",http://www.artiscentras.lt,,2242698,,"2,500.00 €",7 years 4 months 16 days,,,,100001,"200000
																",7.5,4,Accounting services,[],
Romos Dambinskienės Įmonė,145884280,,Roma Dambinskienė,"Skaudvilės g. 14, Šiauliai",,,978209,,,17 years 11 months 7 days,,,,,,4.0,2,Accounting services,[],
"UAB ""RS plius""",301503769,,,"Neries g. 5-55, Domeikavos k., LT-54369 Kauno r.",,,590871,,"2,896.20 €",13 years 2 months,,,,,,5.8,9,Accounting services,[],
UAB Rurenter Ltd,302622979,,"Oleg Skripachev, direktorius","Eišiškių Sodų 5-oji g. 19, LT-02194 Vilnius",,,2104788,,"2,896.20 €",9 years 9 months 29 days,,,,0,"5000
																",9.0,1,Accounting services,[],
"Bendra Lietuvos-Rusijos įmonė UAB ""Saluma""",110312323,,"Marius Monkevičius, generalinis direktorius","Antakalnio g. 40, Vilnius",,,,,"83,989.81 €",29 years 2 months 20 days,,,,,,9.0,1,Accounting services,[],
"Servicentras, UAB",303178395,,"Ivan Kuklinski, direktorius","Paribio g. 3, Pakonių k., LT-14212 Vilniaus r.",,,,,"2,896.20 €",7 years 4 months 2 days,,,,,,3.3,3,Accounting services,[],
"Sinklera, UAB",302564180,,,"J. Franko g. 8-16, Vilnius",,,2077276,,"2,896.20 €",10 years 3 months 17 days,,,,5001,"10000
																",9.0,1,Accounting services,[],
"Skeila, MB",121301239,,,"Justiniškių g. 77-68, Vilnius",,,10176,2021-01: 1 car (owns),,28 years 11 months 14 days,,,,10001,"20000
																",4.4,5,Accounting services,[],
"Stygem, UAB",300956663,,,"Konstitucijos pr. 15, LT-09319 Vilnius",,,939721,,"2,896.20 €",13 years 7 months 3 days,,,,200001,"300000
																",3.5,4,Accounting services,[],
"UAB ""Šiuolaikinis Ūkis""",126323321 (old code 2632332),,Dainius Markevičius,"Laisvės pr. 60, LT-05120 Vilnius",,,,,"14,481.00 €",17 years 5 months 17 days,,,,,,3.3,3,Accounting services,[],
"Tauriaus finansai, MB",303110572,,"Taurius Putna, direktorius","Ulonų g. 3-105, LT-08240 Vilnius",,,2229751,,,7 years 7 months 3 days,,,,10001,"20000
																",9.3,6,Accounting services,[],
"Terminalitas, UAB",303060639,,,"Topolių g. 31, Naujoji Akmenė, LT-85120 Akmenės r.",,,2215607,,"2,896.20 €",7 years 9 months 23 days,,,,,,5.3,3,Accounting services,[],
"UAB ""Tmf Services""",301791905,,"Danny Henry Kragt, direktorius","J. Jasinskio g. 16B, Vilnius",,,,,"2,896.20 €",12 years 7 months 23 days,,,,,,7.0,1,Accounting services,[],
"Turto alėja, MB",303130817,,,"Taikos pr. 48-71, LT-91213 Klaipėda",http://www.turtoaleja.lt,,,,,7 years 6 months,,,,,,8.7,3,Accounting services,[],
V. Ignotienės IĮ,180883855 (old code 8088385),,"Vincenta Ignotienė, savininkas","Tryškių g. 4, Telšiai",,,,,,18 years 7 months 2 days,,,,,,9.0,1,Accounting services,[],
V. Kundrotės IĮ,300083860,,Vilija Kundrotė,"Taikos g. 48-14, Vilnius",,,741339,,,16 years 1 month 5 days,,,,,,7.4,9,Accounting services,[],
V. Pupšytės Įmonė,152758517,,Vida Pupšytė,"G. D. Kuverto g. 1A-4, Neringa",,,375640,,,24 years 8 months 27 days,,,,,,9.3,4,Accounting services,[],
"Valdimara, UAB",304033997,,"Valdimaras Svalbonas, direktorius","Tilžės g. 11A-1, LT-78233 Šiauliai",,,2330513,,"69,979.00 €",5 years 10 months 5 days,1,,,10001,"20000
																",7.0,5,Accounting services,[],
"Verslo gija, UAB",223709030,,"Jurgita Zakarevičiūtė, direktorė","Šv. Stepono g. 31-30, LT-01312 Vilnius",,,77497,2021-01: 1 car (owns),"11,584.00 €",24 years 6 months 6 days,2,,,10001,"20000
																",8.5,11,Accounting services,[],
"Vilės Vitonienės IĮ ""VIFA""",121300856 (old code 2130085),,,"Nemenčinės pl. 8-15, LT-10102 Vilnius",,,,,,28 years 11 months 14 days,,,,,,8.0,1,Accounting services,[],
"Vikilė, UAB",161624353 (old code 6162435),,Leonora Kilijonaitė,"Liepų al. 15-14, Kėdainių m., LT-57161 Kėdainių r.",,I-V 08:00-17:00,418472,,"2,896.00 €",20 years 10 months 12 days,,,,0,"5000
																",8.5,2,Accounting services,[],
"Violetos Janušaitės IĮ ""Ileta""",300009148,,Violeta Janušaitė,"J. Basanavičiaus g. 74-11, Šiauliai",,,625470,,,16 years 11 months 24 days,,,,,,6.3,3,Accounting services,[],
Virginijos Lukošienės Personalinė Įmonė,141305768,,Virginija Lukošienė,"Smiltelės g. 5-2, Klaipėda",,,,,,25 years 3 months 18 days,,,,,,4.5,2,Accounting services,[],
"IĮ ""Vitkira""",302162534,,,"Saulėtekio g. 46-19, Pakruojis",,,1250036,,,12 years 4 months 5 days,,,,,,4.6,7,Accounting services,[],
"UAB ""Webstars""",300975966,,Anna Nikitina,"Architektų g. 20-8, Vilnius",,,966610,,"5,792.40 €",13 years 7 months,,,,,,5.0,1,Accounting services,[],
"UAB ""Zitar""",301127726,,"Zita Armonienė, savininkas","Atžalyno g. 15, Mažeikiai",,,,,"2,896.20 €",13 years 5 months 12 days,,,,,,6.0,1,Accounting services,[],
"IĮ ""Ž.Ū. apskaita""",302666783,,"Rasa Miliūnienė, direktorė","Gluosnių g. 3, Ramučių k., Kauno r.",,,2124388,,,9 years 5 months 17 days,,,,,,5.3,3,Accounting services,[],
A. Anužio IĮ,241933820,,Antanas Anužis,"Laukininkų g. 39-48, Klaipėda",,,914717,,,20 years 7 months 21 day,,,,,,6.0,1,Accounting services,[],
A. Ignoto įmonė,180724479 (old code 8072447),,"Aleksandras Ignotas, savininkas","Tryškių g. 4F, Telšiai",,,,,,21 year 6 months 29 days,,,,,,7.0,1,Accounting services,[],
"A. Žilinsko Firma ""Žilarė""",122303182,,,"Pylimo g. 44-2, Vilnius",,,15476,,,27 years 2 months 15 days,,,,,,8.0,1,Accounting services,[],
"Abris, UAB",300137703,,"Audrius Žilinas, direktorius","Smolensko g. 19, LT-03200 Vilnius",,,,,"2,896.20 €",15 years 6 months 16 days,,,,,,8.0,2,Accounting services,[],
UAB ABSOL LT,302657204,,,"Geležinkelio g. 3-14A, LT-02100 Vilnius",,,2120478,,"2,896.20 €",9 years 6 months 15 days,,,,5001,"10000
																",4.6,5,Accounting services,[],
"UAB ""Account PRO""",302773486,,"Marina Maculevič, direktorė","Dariaus ir Girėno g. 11-12, LT-02170 Vilnius",,,2158472,,"2,896.20 €",8 years 10 months 2 days,,,,,,5.3,4,Accounting services,[],
"Alicante'ės namai, UAB",303350927,,,"Padekaniškių g. 8, LT-06232 Vilnius",,,2287665,,"2,896.00 €",6 years 7 months 16 days,,,,0,"5000
																",6.2,6,Accounting services,[],
"Užsienio kapitalo įmonė L. Kaplan PĮ ""AMBERLINA""",110195731 (old code 1019573),,"Liova Kaplan, direktorius","Algimanto Petro Kavoliuko g. 13-207, LT-04323 Vilnius",,,12533,,,28 years 5 months 8 days,,,,,,5.0,1,Accounting services,[],
"Apskaita ir archyvavimas, MB",304445919,,"Kristina Raišuotienė, direktorius","Markučių g. 5-82, LT-95204 Klaipėda",,,,,,4 years 1 month 17 days,,,,,,9.0,4,Accounting services,[],
"Apskaita ir kontrolė, UAB",303263707,,,Vilniaus r.,,,2265742,,"2,896.00 €",6 years 11 months 16 days,,,,5001,"10000
																",3.7,7,Accounting services,[],
UAB Apskaita LIJAR,302780096,,"Lina Jarmalavičienė, direktorė","Tvenkinių g. 8A-54, Šakių k., LT-47415 Kauno r.",,,2159581,,"2,896.00 €",8 years 9 months 22 days,2,,,0,"5000
																",7.5,2,Accounting services,[],
"Apskaitėlė, MB",303066193,,,"Žalgirio g. 42, Ringaudai, LT-53331 Kauno r.",,,2217411,,,7 years 9 months 13 days,,,,0,"5000
																",3.0,2,Accounting services,[],
"Apskaitos, MB",304272068,,,"Naujoji g. 12-525, LT-63250 Alytus",,,,,,4 years 9 months 1 day,,,,,,7.0,1,Accounting services,[],
UAB Apskaitos agentūra,302664693,,Alina Deveikienė,"Buivydiškių g. 13-14, Vilnius",,,2123509,,"2,896.20 €",9 years 5 months 24 days,,,,,,5.0,1,Accounting services,[],
"Apskaitos Hub, UAB",305576914,,,"Partizanų g. 61-806, LT-49282 Kaunas",,,,,"2,500.00 €",8 months 14 days,,,,,,,,Accounting services,[],
"APSKAITOS IR AUDITO KONSULTANTAS, UAB",123852611 (old code 2385261),,"Petras Ramanauskas, generalinis direktorius","Savanorių pr. 59-1A, Vilnius",,,,,"3,620.25 €",24 years 2 months 3 days,,,,0,"5000
																",7.0,1,Accounting services,[],
"Apskaitos programos, IĮ",300014832 (old code 1419394),,Saulius Milašauskas,"Aukštabalio g. 8-27, Šiauliai",,,,,,16 years 11 months 1 day,,,,,,2.3,4,Accounting services,[],
"Apskaitos sprendimai, MB",305553303,,,"Raudondvario pl. 113A-4, LT-47186 Kaunas",,,,,,9 months 18 days,,,,,,,,Accounting services,[],
"Apskaitos Sprendimai LT, MB",305608867,,,"Sėlių g. 29-23, LT-08125 Vilnius",,,,,,6 months 12 days,,,,,,10.0,1,Accounting services,[],
"Apskaitos visata, MB",303065935,,,"Gedimino pr. 45-4, LT-01109 Vilnius",,,2217531,,,7 years 9 months 13 days,,,,,,4.3,7,Accounting services,[],
"Asmeninis buhalteris, MB",303179561,,,"Sviliškių g. 2A-59, LT-05271 Vilnius",,,2245598,,,7 years 3 months 28 days,,,,0,"5000
																",9.0,1,Accounting services,[],
"Aukštaitija, UAB",120128026,,Artūras Kilikevičius,"Lentvario g. 15, LT-02300 Vilnius",,,,,"43,370.60 €",30 years 2 months 19 days,,,,,,8.5,2,Accounting services,[],
"Autora ir ko, UAB",303444967,,,"Alyvų g. 34, Jūrė, Kazlų Rūda",,,2305871,,"2,896.00 €",6 years 3 months 29 days,,,,20001,"30000
																",8.8,4,Accounting services,[],
"Baltrita, UAB",301829708,,,"J. Savickio g. 4, LT-01108 Vilnius",,,1245010,,"2,896.00 €",12 years 6 months 20 days,,,,50001,"100000
																",6.1,15,Accounting services,[],
"Barža, UAB",156500927,,"Darius Jankauskas, direktorius","Šilų k., LT-55463 Jonavos r.",,,,,"4,344.30 €",30 years 3 months 11 days,,,,,,7.0,1,Accounting services,[],
Berezhnova individuali įmonė,302948430,,"Irina Berezhnova, direktorė","Vilniaus al. 2-24, Druskininkai",,,2196030,,,8 years 1 month 25 days,,,,,,6.0,2,Accounting services,[],
"UAB ""Boneda""",301257538,,"Arūnas Kuras, direktorius","A. Gustaičio g. 23-60, Vilnius",,,154815,,"2,896.20 €",13 years 3 months 17 days,,,,,,5.0,2,Accounting services,[],
"Buhalterijos tvarka, UAB",303255450,,,"Aerodromo g. 33, LT-72313 Tauragė",,,2263613,,"2,896.00 €",6 years 11 months 29 days,,,,10001,"20000
																",7.3,4,Accounting services,[],
"UAB ""Club D-5""",301541652,,"Oleg Omelnitskiy, direktorius","Švitrigailos g. 7, Vilnius",,,943631,,"2,896.20 €",13 years 18 days,,,,0,"5000
																",6.0,1,Accounting services,[],
"Chorus, UAB",124043370,,"Andrejus Sgibnevas, direktorius","Lukiškių g. 5, Vilnius",,,,,"2,896.20 €",23 years 9 months 18 days,,,,,,6.0,3,Accounting services,[],
"Curator apskaita, UAB",125231471 (old code 2523147),,,"Algirdo g. 51A, LT-03216 Vilnius",http://www.curator.lt,,,,,,,,,,,2.3,3,Accounting services,[],
D. Bučienės Konsultacinė Firma,164148571 (old code 6414857),,Daiva Bučienė,"Žalioji g. 13, LT-97145 Kretinga",,,329598,,,26 years 10 months 11 days,,,,,,5.0,1,Accounting services,[],
D. Mileškos komercinė firma,140895675 (old code 4089567),,"Darius Mileška, savininkas","Sodų g. 10-5, Klaipėda",,,361737,,,26 years 11 months 2 days,,,,,,7.0,1,Accounting services,[],
"UAB ""DILIGO TERRA""",303002543,,,"Maironio g. 26B, LT-44249 Kaunas",,,2202419,,"4,344.00 €",8 years 12 days,1,,,0,"5000
																",9.3,6,Accounting services,[],
"Doguva, UAB",141331738,,"Vaidas Bartašius, direktorius","Taikos pr. 75-7, LT-94114 Klaipėda",,,,,"2,896.20 €",25 years 2 months 4 days,,,,,,8.0,1,Accounting services,[],
"Džentelmenas, UAB",122353242 (old code 2235324),,"Robert Jasiulevič, direktorius","Gedimino pr. 43, Vilnius",,,,,"7,263.67 €",26 years 11 months 23 days,,,,,,8.0,2,Accounting services,[],
"Edictum, E. Petraitienės Firma",134057870 (old code 3405787),,,"Taikos pr. 92, LT-51180 Kaunas",,,,,,26 years 10 months 3 days,,,,,,8.0,1,Accounting services,[],
"Elanda, UAB",121455059,,"Georgijus Dekanidze, prezidentas","Metalo g. 4, Vilnius",,,,,"60,280.64 €",28 years 8 months 8 days,,,,,,9.0,2,Accounting services,[],
"Eurobuhalteris, UAB",303376313,,,"K. Kalinausko g. 8-39, LT-03107 Vilnius",,,2292807,,"2,896.20 €",6 years 6 months 11 days,,,,0,"5000
																",9.5,4,Accounting services,[],
